475620799089352704	https://twitter.com/Emanuel_0512/status/475620799089352704	2014-06-08 12:50:09+00:00	Working!âœˆï¸è #Boeing #B737 #B757 #UnitedAirlines #ExContinental #CopaAirlines #BioMuseo_Ÿ˜ç_Ÿ’™_Ÿ’__Ÿ’›âù_ï¸è#PTYAirportâ€_ http://t.co/UERUsX0rbG	de	0	0	Emanuel_0512
475387501511983104	https://twitter.com/Barbjgivens/status/475387501511983104	2014-06-07 21:23:07+00:00	"Hey #unitedairlines -- next time you lose my bags, can you do it a little faster?"	en	0	0	Barbjgivens
475380175945728000	https://twitter.com/bnvdesign/status/475380175945728000	2014-06-07 20:54:00+00:00	Time to head home to North Carolina-we had a great week in the Midwest. #SummerWithSam #TheLegoMovie #unitedairlines http://t.co/cmvYOpe0zd	en	0	2	bnvdesign
475330346083688449	https://twitter.com/Lurch_LT/status/475330346083688449	2014-06-07 17:36:00+00:00	Once again @united airlines fails to get their passengers to their destination on time! #UA5246 #fail  #unitedairlines	en	0	0	Lurch_LT
475327549862850562	https://twitter.com/traveltrivia4u/status/475327549862850562	2014-06-07 17:24:53+00:00	#Trivia4u.Today #USA 1995 The long-range #Boeing777 enters service with #UnitedAirlines.- #LondonHeathrow to #DullesIntAirport #WashingtonDC	en	1	0	traveltrivia4u
475321074582687745	https://twitter.com/LiviaCaterina/status/475321074582687745	2014-06-07 16:59:09+00:00	#unitedairlines is the worst. Paid for movies and within 5 seconds all tvs break on a 6 hour flight. #dobetter  @unitedairlines	en	0	0	LiviaCaterina
475320228247638016	https://twitter.com/RyeL0wc/status/475320228247638016	2014-06-07 16:55:48+00:00	"#FlyHigh #AirportLife #UnitedAirLines I'm ready to travel, where's my traveling mates? It's that timeâ€_ http://t.co/NsoOGqLHKS"	en	0	0	RyeL0wc
475318744831385600	https://twitter.com/xCallie13x/status/475318744831385600	2014-06-07 16:49:54+00:00	Fly with #unitedairlines &amp; have this happen to your luggage &amp; be greeted at the gate with extra charges #Wowzers http://t.co/cYZWvXVEAl	en	0	0	xCallie13x
475316862348435457	https://twitter.com/DaliaBak/status/475316862348435457	2014-06-07 16:42:25+00:00	WTF #unitedairlines your gate agent doesn't check IDs as he boards people? #notfeelingsafe	en	0	0	DaliaBak
475313844659957760	https://twitter.com/Sjd53Sally/status/475313844659957760	2014-06-07 16:30:26+00:00	RT @CabosNews: First class baby! Trip is starting off nice! Cabo here we come!! #firstclass #ua #united #unitedairlines #unitedf... http://â€_	en	1	0	Sjd53Sally
475310887432384514	https://twitter.com/CabosNews/status/475310887432384514	2014-06-07 16:18:41+00:00	First class baby! Trip is starting off nice! Cabo here we come!! #firstclass #ua #united #unitedairlines #unitedf... http://t.co/w2wWLITFB2	en	1	0	CabosNews
475310549513670657	https://twitter.com/Melody_Meade/status/475310549513670657	2014-06-07 16:17:20+00:00	There's no place like home. Thanks #unitedairlines  FLT 61 for the safe flight home.	en	0	1	Melody_Meade
475310228288724993	https://twitter.com/DaliaBak/status/475310228288724993	2014-06-07 16:16:03+00:00	#shocker #unitedairlines flight is delayed...wait for it...waiting on crew	en	0	1	DaliaBak
475302460945203200	https://twitter.com/mknzdance730/status/475302460945203200	2014-06-07 15:45:12+00:00	Not the kind of day to be waiting for my luggage to be delivered after the airline didn't fly it. You're killin' me #unitedairlines	en	0	0	mknzdance730
475300926098800640	https://twitter.com/sherrysmith32/status/475300926098800640	2014-06-07 15:39:06+00:00	Just had Horrid experience over the phone with #UnitedAirlinesâ€_ solutionâ€_ Flying #Delta From Now On!! They Were Awesome &amp; Cheaper!!	en	0	0	sherrysmith32
475296715697053696	https://twitter.com/YoungJennings_3/status/475296715697053696	2014-06-07 15:22:22+00:00	RT @Mishy414: Byeeeee #jersey !! _Ÿ‘‹ See you in a week! _Ÿ’‹ #unitedairlines #firstclass #vacation #jamaica2014 @ Unitedâ€_ http://t.co/7755SNhWZ4	en	1	0	YoungJennings_3
475293442978111488	https://twitter.com/Marta_CHA/status/475293442978111488	2014-06-07 15:09:21+00:00	@united your employees lost my ID!!! #unitedairlines #unitedairlinesproblems	en	0	0	Marta_CHA
475293102681239552	https://twitter.com/vokhal/status/475293102681239552	2014-06-07 15:08:00+00:00	#unitedairlines biz class + pre-flight #champagne + #lavolios = travel bliss! taking @lavolio_com across the pond ;-) http://t.co/bOzLNHx1dQ	en	0	1	vokhal
475288888932839424	https://twitter.com/dmoore808/status/475288888932839424	2014-06-07 14:51:16+00:00	#unitedairlines you are horrible. Wreck a guy's guitar-- his income-- and refuse to replace? Wow. That is #soulless	en	0	0	dmoore808
475287743430664192	https://twitter.com/Mishy414/status/475287743430664192	2014-06-07 14:46:43+00:00	Byeeeee #jersey !! _Ÿ‘‹ See you in a week! _Ÿ’‹ #unitedairlines #firstclass #vacation #jamaica2014 @ Unitedâ€_ http://t.co/7755SNhWZ4	en	1	0	Mishy414
475284426709303297	https://twitter.com/_MattWay/status/475284426709303297	2014-06-07 14:33:32+00:00	Missed flight by a few minutes due to New York trains. #unitedairlines nice enough to give us the next flight. Thanks :)	en	0	0	_MattWay
475284034755756032	https://twitter.com/klarexxi/status/475284034755756032	2014-06-07 14:31:58+00:00	Last ON-DUTY Pass. #PassengerServiceTrainee #UnitedAirlines #yellow #accesspass #united #trainee #ojtâ€_ http://t.co/IUoSpXO3Sv	en	0	0	klarexxi
475263360804847616	https://twitter.com/courtkla/status/475263360804847616	2014-06-07 13:09:49+00:00	I love when #unitedairlines cancels a flights and doesn't notify you before you get to the airport. At least #DeltaAirline had my back. #ugh	en	0	0	courtkla
475262872805965824	https://twitter.com/ShannonGennette/status/475262872805965824	2014-06-07 13:07:53+00:00	Plane was suppose to take off at 7. Just now pulling back from gate... Wow. #unitedairlines	en	0	1	ShannonGennette
475261701810438144	https://twitter.com/bestjobsonline/status/475261701810438144	2014-06-07 13:03:14+00:00	Principal Architect - Java/J2EE and/or .NET - Information Se - http://t.co/akXex3NbpA #jobs #UnitedAirlines #Chicago	en	0	0	bestjobsonline
475253429661474816	https://twitter.com/DaliaBak/status/475253429661474816	2014-06-07 12:30:22+00:00	"#unitedairlines agent...your gate hasn't been assigned, I show her text I got she looks at her screen and says yeah #lazyemployees"	en	0	0	DaliaBak
475252711722864640	https://twitter.com/jro282876/status/475252711722864640	2014-06-07 12:27:30+00:00	@dee_ford Aaaaaand another delay. Hour and a half this time. Free bubbles in #unitedairlines Club may mean a $$ losing proposition for them	en	0	1	jro282876
475249151169814528	https://twitter.com/DaliaBak/status/475249151169814528	2014-06-07 12:13:22+00:00	@CXVisionary Hey Matt so got back the answer from #unitedairlines customer service basically #shithappens UR right #unitedhatesitscustomers	en	0	0	DaliaBak
475248726521683970	https://twitter.com/DaliaBak/status/475248726521683970	2014-06-07 12:11:40+00:00	#unitedairlines basic answer to nightmare flying with them was #shithappens well I guess #unitedhatesit'scustomers	en	0	0	DaliaBak
475243306260389888	https://twitter.com/anthonymocklow/status/475243306260389888	2014-06-07 11:50:08+00:00	The 30th golf trip Ugast family playing turtle hill bermuda awesome! #bermuda #fairmont #GreyGoose #unitedairlines http://t.co/7V7dNRvbw2	en	0	0	anthonymocklow
475240889192042496	https://twitter.com/PITISPOTTERCLUB/status/475240889192042496	2014-06-07 11:40:32+00:00	RT @MUC_Spotter: #unitedairlines #Boeing #B767 @SpecialPlanes #Livery #Takeoff https://t.co/HBpBwwhHHO #AvGeek @jetspotter84 @PITISPOTTERCLâ€_	en	3	0	PITISPOTTERCLUB
475238255135166464	https://twitter.com/lefty1/status/475238255135166464	2014-06-07 11:30:04+00:00	@JoshuaKrammes were those #unitedairlines flights on time? Doubtful but thought I'd ask. How can they be so bad?	en	0	0	lefty1
475233751652651008	https://twitter.com/BLeePond/status/475233751652651008	2014-06-07 11:12:10+00:00	And so it begins- the trek home - #unitedairlines attendant missed customer service class this am- #dislikethisairlines	en	0	0	BLeePond
475231284994654208	https://twitter.com/JoshuaKrammes/status/475231284994654208	2014-06-07 11:02:22+00:00	RT @lefty1: Are you kidding me #unitedairlines ? This is my 10th consecutively delated united flight. You suck!	en	1	0	JoshuaKrammes
475216939657469952	https://twitter.com/zee_sauter2/status/475216939657469952	2014-06-07 10:05:22+00:00	"""Constant aviation."" OBVIOUSLY NOT. #unitedairlines"	en	0	0	zee_sauter2
475215794754691072	https://twitter.com/lefty1/status/475215794754691072	2014-06-07 10:00:49+00:00	Are you kidding me #unitedairlines ? This is my 10th consecutively delated united flight. You suck!	en	1	2	lefty1
475186875435864064	https://twitter.com/Sri_AT72/status/475186875435864064	2014-06-07 08:05:54+00:00	RT @MUC_Spotter: #unitedairlines #Boeing #B767 @SpecialPlanes #Livery #Takeoff https://t.co/HBpBwwhHHO #AvGeek @jetspotter84 @PITISPOTTERCLâ€_	en	3	0	Sri_AT72
475185642125926402	https://twitter.com/avgeekretweeter/status/475185642125926402	2014-06-07 08:01:00+00:00	RT @MUC_Spotter: #unitedairlines #Boeing #B767 @SpecialPlanes #Livery #Takeoff https://t.co/HBpBwwhHHO #AvGeek @jetspotter84 @PITISPOTTERCLâ€_	en	3	0	avgeekretweeter
475183863229317120	https://twitter.com/MUC_Spotter/status/475183863229317120	2014-06-07 07:53:56+00:00	#unitedairlines #Boeing #B767 @SpecialPlanes #Livery #Takeoff https://t.co/HBpBwwhHHO #AvGeek @jetspotter84 @PITISPOTTERCLUB @SpottersRoma	en	3	2	MUC_Spotter
475181616189689856	https://twitter.com/nitinbhas/status/475181616189689856	2014-06-07 07:45:00+00:00	"#Uber is now worth more than #Avis, #Hertz, or #UnitedAirlines: http://t.co/7V1PWE1i5B"""	en	0	0	nitinbhas
475179751192018944	https://twitter.com/raj_vachhani/status/475179751192018944	2014-06-07 07:37:35+00:00	"#Uber is now worth more than #Avis, #Hertz, or #UnitedAirlines: http://t.co/WHjHFo8jR3"	en	0	0	raj_vachhani
475174862558724096	https://twitter.com/Arabellam/status/475174862558724096	2014-06-07 07:18:10+00:00	#unitedairlines where is @timcadiente 's luggage. Did you lose it because his bag didn't match hisâ€_ http://t.co/sDlC2i1acB	en	0	0	Arabellam
475174814450073600	https://twitter.com/Arabellam/status/475174814450073600	2014-06-07 07:17:58+00:00	#unitedairlines #freetim'sluggage where is @timcadiente 's stuff? http://t.co/FxbiFw0fdZ	en	0	0	Arabellam
475154863215480834	https://twitter.com/RaylenX/status/475154863215480834	2014-06-07 05:58:42+00:00	#Flight #UnitedAirlines #Travel #Airport #Newark #Plane http://t.co/9q6KWxsVl7	en	1	0	RaylenX
475150615312494592	https://twitter.com/juicylovemexo/status/475150615312494592	2014-06-07 05:41:49+00:00	#unitedairlines #mph âœˆï¸è http://t.co/I46levIkSM	en	0	0	juicylovemexo
475149069669523456	https://twitter.com/andymaclxa/status/475149069669523456	2014-06-07 05:35:40+00:00	Thank you #unitedairlines for a great flight!!!	en	0	0	andymaclxa
475141360257748992	https://twitter.com/jmaltabes/status/475141360257748992	2014-06-07 05:05:02+00:00	Home. Thanks United. #UnitedAirlines	en	0	0	jmaltabes
475124667569561600	https://twitter.com/BrdlyC/status/475124667569561600	2014-06-07 03:58:42+00:00	Thanks #unitedairlines  Hour early into Seattle and half hour early in Newark. Made travel week 4 a little better. #home	en	0	0	BrdlyC
475114512215863297	https://twitter.com/JKalena123/status/475114512215863297	2014-06-07 03:18:21+00:00	Wow #unitedairlines yet another stranded family member. #worstairlineever	en	0	0	JKalena123
475110845748240384	https://twitter.com/dheerajkl/status/475110845748240384	2014-06-07 03:03:47+00:00	"RT @kissanu: At $18.2 Billion, Uber Is Worth More Than Hertz, #UnitedAirlines  http://t.co/v5pSR5uqkX"	en	1	0	dheerajkl
475095341386436608	https://twitter.com/ador3red/status/475095341386436608	2014-06-07 02:02:10+00:00	#unitedairlines #delayed 4hrs due to weather #fail #neveragain http://t.co/Y0INGfaOrF	en	0	0	ador3red
475093814492016640	https://twitter.com/Zer0_Divide/status/475093814492016640	2014-06-07 01:56:06+00:00	Fuck United and fuck the pilot of flight UA3838 #unitedairlines #unitedsucks	en	0	0	Zer0_Divide
475092563741798400	https://twitter.com/Price1687/status/475092563741798400	2014-06-07 01:51:08+00:00	Every time I fly #unitedairlines there is some sort of delay or cancellation. I would love for once my flight to actually go right.	en	0	0	Price1687
475087204251754496	https://twitter.com/ZacPrunty/status/475087204251754496	2014-06-07 01:29:50+00:00	@DierksBentley Coming to you live and very drunk from flight level 370 on this 747 to Frankfurt! Cheers! #DrunkOnAPlane #unitedairlines	en	0	0	ZacPrunty
475083221940854784	https://twitter.com/avgeekretweeter/status/475083221940854784	2014-06-07 01:14:01+00:00	RT @OA260: http://t.co/1s227gCzyg  #avgeek #Unitedairlines #lhr #queensterminal	en	1	0	avgeekretweeter
475082923277041664	https://twitter.com/OA260/status/475082923277041664	2014-06-07 01:12:50+00:00	http://t.co/1s227gCzyg  #avgeek #Unitedairlines #lhr #queensterminal	en	1	0	OA260
475078245491044352	https://twitter.com/jmaltabes/status/475078245491044352	2014-06-07 00:54:14+00:00	Made my connection. Thanks United #UnitedAirlines	en	0	0	jmaltabes
475077063028658176	https://twitter.com/thechagem/status/475077063028658176	2014-06-07 00:49:32+00:00	What's the point of buying wifi on a flight if you can't connect to anything streaming videos?  I want my $8.99 back. #unitedairlines	en	0	0	thechagem
475070760814669824	https://twitter.com/justplanes/status/475070760814669824	2014-06-07 00:24:30+00:00	Leaving Las Vegas #justplanes #lasvegas #unitedairlines #boeing #boeing747 #airline #airport #aviation http://t.co/J5UxGEeAH8	en	0	0	justplanes
475068442198814720	https://twitter.com/juicylovemexo/status/475068442198814720	2014-06-07 00:15:17+00:00	Hugeeeee thunder storm we had to go around #unitedairlines http://t.co/uuvQ3MCogg	en	0	1	juicylovemexo
475065078405148672	https://twitter.com/johnlmurphy/status/475065078405148672	2014-06-07 00:01:55+00:00	#UnitedAirlines didn't check me in for Aer Lingus when I checked in for my connection so almost missed cut off by 5 min. Great service guys.	en	0	0	johnlmurphy
475064197571559424	https://twitter.com/jmaltabes/status/475064197571559424	2014-06-06 23:58:25+00:00	"New, live tweeting from the air, UA269, will I make my connection to UA 1680???place your bets.#UnitedAirlines"	en	0	0	jmaltabes
475062554545233920	https://twitter.com/grantneeley/status/475062554545233920	2014-06-06 23:51:53+00:00	"2 1/2 hours from my flight, received text that it's delayed-efficient communication of an inefficient organization #unitedairlines"	en	0	0	grantneeley
475042044684292098	https://twitter.com/jmaltabes/status/475042044684292098	2014-06-06 22:30:23+00:00	"Hey United, hold 1680 to Austin, til UA 269 gets to ORD #UnitedAirlines"	en	0	0	jmaltabes
475038772984172544	https://twitter.com/Stornblom/status/475038772984172544	2014-06-06 22:17:23+00:00	United launches nonstop summer Washington Dulles-Madrid flights http://t.co/vfG4FxPIF4 via @AirlinrsGallery #unitedairlines #travel #Madrid	en	0	0	Stornblom
475036281677045760	https://twitter.com/Dear_Biz/status/475036281677045760	2014-06-06 22:07:29+00:00	Flights delayed. Clearly #unitedairlines doesn't support the troops.	en	0	0	Dear_Biz
475036024456761345	https://twitter.com/pieckm/status/475036024456761345	2014-06-06 22:06:28+00:00	36 minute @united flt to Iowa.. + 1hr delay (crew late) +20 min wait on arrival for a gate...surprise we were coming? #unitedairlines #lame	en	0	0	pieckm
475031521259454465	https://twitter.com/jmaltabes/status/475031521259454465	2014-06-06 21:48:34+00:00	"Hey United, hold UA1680 from ORD to AUS till I get there. #unitedairlines"	en	0	0	jmaltabes
475029579665801216	https://twitter.com/jmaltabes/status/475029579665801216	2014-06-06 21:40:52+00:00	Do you know what time it is? Time to tell you about another delayed United flight. Flight 269 ALB to ORD   Will I make  AUS #UnitedAirlines	en	0	0	jmaltabes
475029429048332288	https://twitter.com/dcubell/status/475029429048332288	2014-06-06 21:40:16+00:00	Extra small and claustrophobic on a #unitedairlines seat!	en	0	0	dcubell
475027513278992384	https://twitter.com/MARosmarin/status/475027513278992384	2014-06-06 21:32:39+00:00	@BostonLogan my mom lost the #diamond from her wedding ring #UnitedAirlines #gateB25 #2carat #thesearch	en	0	0	MARosmarin
475025060001226753	https://twitter.com/EubeneSa/status/475025060001226753	2014-06-06 21:22:54+00:00	"@bostonlogan It's their birthday tomorrow. RT ""@MARosmarin: Anyone find a #diamond in #loganairport? #UnitedAirlines #thesearch @narosmarin"	en	0	0	EubeneSa
475022789301112833	https://twitter.com/MARosmarin/status/475022789301112833	2014-06-06 21:13:53+00:00	Anyone find a #diamond in #loganairport? #UnitedAirlines #thesearch #B25	en	0	1	MARosmarin
475018418312065024	https://twitter.com/kissanu/status/475018418312065024	2014-06-06 20:56:31+00:00	"At $18.2 Billion, Uber Is Worth More Than Hertz, #UnitedAirlines  http://t.co/v5pSR5uqkX"	en	1	0	kissanu
475014909416468480	https://twitter.com/johnlmurphy/status/475014909416468480	2014-06-06 20:42:34+00:00	I have no clue how boarding groups work. Bought the tickets in January and purchased an upgrade: still last damn zone. #UnitedAirlines	en	0	0	johnlmurphy
475011255603036160	https://twitter.com/fashasha/status/475011255603036160	2014-06-06 20:28:03+00:00	How does my 11am flight become an 8pm flight. #fml #unitedairlines #dislike	en	0	0	fashasha
475008279555612672	https://twitter.com/shugatee/status/475008279555612672	2014-06-06 20:16:13+00:00	Never again will I ever fly United Airlines #unitedairlines in the worst airline in history	en	0	1	shugatee
475006503095521280	https://twitter.com/bunnypadalino/status/475006503095521280	2014-06-06 20:09:10+00:00	#lasttriptopanama #unitedairlines #bejelly of my amazeballs travel socks!! #neonpolkadotsarethebest http://t.co/WEG5JtzSyl	en	0	0	bunnypadalino
475002484751355904	https://twitter.com/holly_lanier/status/475002484751355904	2014-06-06 19:53:12+00:00	Tip for my fellow travelers: avoid United Airlines. Low quality service for a high price. #traveltip #unitedairlines	en	0	0	holly_lanier
474999356710342657	https://twitter.com/gbates12/status/474999356710342657	2014-06-06 19:40:46+00:00	domo arigatou united for wifi service on my 10.5 hour flight to Tokyo #unitedairlines	en	0	0	gbates12
474992615578824704	https://twitter.com/RaquelDCarvajal/status/474992615578824704	2014-06-06 19:13:59+00:00	"That was the worst, scariest and funnest landings ever... @united #United #UnitedAirlines #Flight1261"	en	0	0	RaquelDCarvajal
474992555738673154	https://twitter.com/aambivalence/status/474992555738673154	2014-06-06 19:13:44+00:00	Flight attendant asks me to put my purse on the floor but doesn't ask me to put on my seatbelt. #seemslogical #unitedairlines	en	0	0	aambivalence
474986105494700032	https://twitter.com/tmlgirl/status/474986105494700032	2014-06-06 18:48:07+00:00	#UnitedAirlines being their typical self @united  http://t.co/9QC4VfrFoZ	en	0	0	tmlgirl
474986010972262400	https://twitter.com/amberhopkins20/status/474986010972262400	2014-06-06 18:47:44+00:00	United if I miss my brothers graduation you will NEVER hear the end of this!!!! Ever! #unitedairlines # equipment change to Spokane	en	0	0	amberhopkins20
474985223210291200	https://twitter.com/jimbull/status/474985223210291200	2014-06-06 18:44:36+00:00	Never fly @united they will screw you over. #unitedairlines #worstairline	en	0	0	jimbull
474984893319880704	https://twitter.com/jimbull/status/474984893319880704	2014-06-06 18:43:18+00:00	@united will you pay for the hotel and cab fees we will now incur due to your shifting schedule? #unitedairlines #worstairline	en	0	0	jimbull
474984454591488000	https://twitter.com/jimbull/status/474984454591488000	2014-06-06 18:41:33+00:00	@united you change our flight to a later time and you wont move us to earlier flight?  Never flying again. #unitedairlines #worstairlines	en	0	0	jimbull
474979623717978112	https://twitter.com/JokersLogic/status/474979623717978112	2014-06-06 18:22:21+00:00	RT @gregkoch1: Flight delayed....imagine that....#unitedairlines blows	en	1	0	JokersLogic
474978973076570112	https://twitter.com/gregkoch1/status/474978973076570112	2014-06-06 18:19:46+00:00	Flight delayed....imagine that....#unitedairlines blows	en	1	5	gregkoch1
474969468414599168	https://twitter.com/YaDaChef/status/474969468414599168	2014-06-06 17:42:00+00:00	hoping to get help from #unitedairlines after landing 5hrs late in london and missing our train.so far no luck-HELP	en	0	0	YaDaChef
474962771411738624	https://twitter.com/WMGdmcs/status/474962771411738624	2014-06-06 17:15:23+00:00	#UnitedAirlines launches nonstop service from #Washington to #Madrid http://t.co/jnJJVE8ZS2 #Spain #US	en	0	0	WMGdmcs
474955150512377856	https://twitter.com/gbates12/status/474955150512377856	2014-06-06 16:45:06+00:00	Yes lost a day and biz class seat but thanks for not flying a jet with hydraulics trouble to NRT #unitedairlines # take two today	en	0	0	gbates12
474949288829521922	https://twitter.com/claudiavclima/status/474949288829521922	2014-06-06 16:21:49+00:00	#HappyFriday !!!! Unbelievable frustrating waiting 2months for #unitedairlines to process things! Yay!	en	0	0	claudiavclima
474948195211280384	https://twitter.com/antonylondon/status/474948195211280384	2014-06-06 16:17:28+00:00	#unitedairlines and the new #queensterminal - love! http://t.co/tbST1MMB0v	en	0	0	antonylondon
474944957539569665	https://twitter.com/NicParmar/status/474944957539569665	2014-06-06 16:04:36+00:00	shameful #liars @united.This company is exceptionally #heinous. Thanks @BabyTrend for fixing #unitedairlines mistake http://t.co/LsRDESOAYH	en	0	0	NicParmar
474939202858012674	https://twitter.com/jenkerber/status/474939202858012674	2014-06-06 15:41:44+00:00	Kudos to #unitedairlines these new airbus seats rock.  Been a long time since I have been able to give Kudos to United.	en	0	0	jenkerber
474932124215422976	https://twitter.com/JoeDeaux/status/474932124215422976	2014-06-06 15:13:36+00:00	RT @tedreednc: On Monday I fly on first non-stop ever from U.S. to Chengdu on #unitedairlines. The #Boeing 787 makes SFO-CTU possible..	en	1	0	JoeDeaux
474931948289150976	https://twitter.com/tedreednc/status/474931948289150976	2014-06-06 15:12:54+00:00	On Monday I fly on first non-stop ever from U.S. to Chengdu on #unitedairlines. The #Boeing 787 makes SFO-CTU possible..	en	1	1	tedreednc
474931808925401090	https://twitter.com/_mikemorris/status/474931808925401090	2014-06-06 15:12:21+00:00	Hmm.. Thought is was just Red Bull.. #unitedairlines #givesyouwings http://t.co/83RZnTp252	en	0	0	_mikemorris
474917549843677184	https://twitter.com/JustinMWolfe/status/474917549843677184	2014-06-06 14:15:42+00:00	Thank you #unitedairlines for not even having the flight before ours even at the gate yet when it was time for us to board ours	en	0	0	JustinMWolfe
474913047866118144	https://twitter.com/pilot_normalgrl/status/474913047866118144	2014-06-06 13:57:48+00:00	"""How United Airlines Kept Me Out of Canada"" by @ParachuteGuy on @LinkedIn http://t.co/g5fWocuOFs #apilotandanormalgirl #unitedairlines"	en	0	0	pilot_normalgrl
474909945238786049	https://twitter.com/TRCelerity/status/474909945238786049	2014-06-06 13:45:29+00:00	The importance of a holistic view of your customers! #UnitedAirlines http://t.co/l0o6cCnZrx	en	0	0	TRCelerity
474907383496704000	https://twitter.com/Dr_Mikey42/status/474907383496704000	2014-06-06 13:35:18+00:00	My boss just made my morning. Bought me breakfast with a protein shake _Ÿ˜Å_Ÿ™Œ #unitedairlines	en	0	1	Dr_Mikey42
474907027895242754	https://twitter.com/DailyArtApp/status/474907027895242754	2014-06-06 13:33:53+00:00	RT @oldschoolads: 1967 United Airlines #SanFrancisco #travel #ads #UnitedAIRLINES http://t.co/Ps99WLj9Ts	en	15	0	DailyArtApp
474901255413051392	https://twitter.com/TheLeeBase/status/474901255413051392	2014-06-06 13:10:57+00:00	#UnitedAirlines fly the we don't give a shit airline @united	en	0	0	TheLeeBase
474898709449539584	https://twitter.com/iAmKYMARA/status/474898709449539584	2014-06-06 13:00:50+00:00	Has anyone else had issues with #unitedairlines losing their ticket information?	en	0	0	iAmKYMARA
474897259914874880	https://twitter.com/iAmKYMARA/status/474897259914874880	2014-06-06 12:55:04+00:00	Dear #unitedairlines why have you lost my ticket info? I've been trying to sort this out for 3 months now. I'm out $800! Please #figureitout	en	0	0	iAmKYMARA
474881746652000256	https://twitter.com/AuPairHouston/status/474881746652000256	2014-06-06 11:53:25+00:00	The $400 travel voucher for a later flight was tempting! But I have places to go &amp; people to see! #Boston #unitedairlines	en	0	0	AuPairHouston
474875124152147970	https://twitter.com/mphcoach/status/474875124152147970	2014-06-06 11:27:07+00:00	"Service, service, service - not with #UnitedAirlines, methinks. Seems one to avoid at all costs! http://t.co/MjYw24F684"	en	0	0	mphcoach
474874880778063872	https://twitter.com/WSHRetweet/status/474874880778063872	2014-06-06 11:26:08+00:00	RT @KEVELAIR: #UnitedAirlines relance #Washington â€“ #Madrid http://t.co/jUGyIKh8UY	en	1	0	WSHRetweet
474874206698872833	https://twitter.com/mphcoach/status/474874206698872833	2014-06-06 11:23:28+00:00	"Won't be flying them, then! 'How #UnitedAirlines Kept Me Out of Canada' - http://t.co/MTHNPQMMqO"	en	0	0	mphcoach
474874017128517632	https://twitter.com/KEVELAIR/status/474874017128517632	2014-06-06 11:22:43+00:00	#UnitedAirlines relance #Washington â€“ #Madrid http://t.co/jUGyIKh8UY	en	1	0	KEVELAIR
474865285489377280	https://twitter.com/PLAYBXY5150/status/474865285489377280	2014-06-06 10:48:01+00:00	#09 #Christmas #toydrive #unitedairlines with #brianurlacher #chicagobears http://t.co/fpQsG1Z2nc	en	0	0	PLAYBXY5150
474845820861165568	https://twitter.com/passion4traveln/status/474845820861165568	2014-06-06 09:30:40+00:00	#UnitedAirlines inaugurates #Heathrow's new Terminal 2 - Travel Weekly: http://t.co/wKIUMZ59AX	en	0	0	passion4traveln
474835005659951104	https://twitter.com/ntakemetonandos/status/474835005659951104	2014-06-06 08:47:42+00:00	60 movies to watch on the plane*-* #unitedairlines	en	0	0	ntakemetonandos
474813002475393024	https://twitter.com/postcardsfromny/status/474813002475393024	2014-06-06 07:20:16+00:00	At http://t.co/AirVV1Ja4K -- #travelling #plane #flight #unitedairlines #nyc #manhattan #hudsonriver #hudson #sky #skyline Leaving NY's...	en	0	0	postcardsfromny
474793587922583552	https://twitter.com/AvGeek359/status/474793587922583552	2014-06-06 06:03:07+00:00	05.20.2014. Face to face with a #UnitedAirlines #Boeing #B777-200 at #KEWR while taxiing to gate afterâ€_ http://t.co/B54aNpW0Nt	en	0	0	AvGeek359
474765439978201088	https://twitter.com/KittieChamille/status/474765439978201088	2014-06-06 04:11:16+00:00	RT @MuhammadAyers13: #Repost from @kittiechamille. #RespectArtist #UnitedAirlines #ExpressJet http://t.co/4FKqcz5Caj	en	1	0	KittieChamille
474758103653974016	https://twitter.com/GabyyEstv/status/474758103653974016	2014-06-06 03:42:07+00:00	Mexico here comes trouble! _Ÿ˜ùâœˆï¸è #MexicoCity! #Mexico! #UnitedAirlines! #UA274! #Flight! #InstaFlight! #Vaca! #Vaca... http://t.co/XHdUYJMFub	en	0	0	GabyyEstv
474757005991628800	https://twitter.com/KikisTame/status/474757005991628800	2014-06-06 03:37:45+00:00	Mexico here comes trouble! _Ÿ˜ùâœˆï¸è #MexicoCity! #Mexico! #UnitedAirlines! #UA274! #Flight! #InstaFlight!â€_ http://t.co/kmFtJPPVGJ	en	0	1	KikisTame
474756798298484736	https://twitter.com/TheWowzaban/status/474756798298484736	2014-06-06 03:36:55+00:00	Flight landed late. Next flight left early. Thanks #unitedairlines	en	0	0	TheWowzaban
474751438749319168	https://twitter.com/TaliaFagan/status/474751438749319168	2014-06-06 03:15:38+00:00	How can a plane be delayed 4+ hrs coming from a location only 3 hrs away w/ no weather!? Premier silver means squat @united #unitedairlines	en	0	0	TaliaFagan
474750191879204865	https://twitter.com/xseriouskissx/status/474750191879204865	2014-06-06 03:10:40+00:00	In-flight wifi. A GPS app for the plane.  Technology is so cool. #unitedairlines http://t.co/i67Jqcsibs	en	0	1	xseriouskissx
474744455946596352	https://twitter.com/msnyderdesign/status/474744455946596352	2014-06-06 02:47:53+00:00	"Been sitting on the Tarmac in Newark for 3 hours now. #UnitedAirlines, friendly skies my ass. Fix it or cancel it. This is torture."	en	0	0	msnyderdesign
